EmployeePPPER,Status,ZipCode,Sex,Eeoc,Shift,BaseRate,Grade,Training,LastEval,StartEval,Education,StartGrade,StartRate,Experience,EngagementIndex,CommitmentIndex,Unscheduled,Tenure,Age,EntryAge,CareerAge,CareerStage,ServiceLength,SalaryProg,JobLevelProg,AvgEval,LastPromotion,TotalEmployment
678,TERM,75022,F,WHITE,2,20.1,37,5000,4,1,4,36,16,15,3,3,1,4,43,36,40,3,3,1.03,0.25,2.5,0,19
679,TERM,75011,F,WHITE,1,13.26,37,5000,1,3,4,28,5.97,14,2,4,6,2,48,35,37,3,3,3.65,4.5,2,2,16
680,TERM,75062,F,WHITE,1,8,9,5000,2,4,1,6,6,3,3,6,2,0,36,24,25,2,1,2,3,3,0,3
681,TERM,75012,F,WHITE,1,11.11,17,5000,9,8,2,9,6,1,9,9,6,41,74,22,63,4,6,0.12,0.2,8.5,41,42
682,TERM,75018,M,WHITE,1,13.49,37,5000,9,5,4,33,8.87,6,6,4,5,1,38,27,28,2,2,4.62,4,7,1,7
683,TERM,75032,F,WHITE,1,7.11,5,5000,6,2,1,3,6,30,7,5,8,2,63,51,53,4,3,0.56,1,4,2,32
684,TERM,75042,F,WHITE,1,6.68,5,5000,3,0,1,1,6,10,3,4,8,3,45,31,34,2,3,0.23,1.33,1.5,3,13
685,TERM,75038,F,WHITE,1,6.72,6,5000,0,5,1,5,6,1,0,2,2,1,34,22,23,1,2,0.72,1,2.5,1,2
686,TERM,75028,F,WHITE,1,9.74,17,5000,6,2,2,14,0.52,4,4,3,9,1,37,25,26,2,2,9.22,3,4,1,5
687,ACTIVE,75012,F,WHITE,1,21.53,37,5000,7,5,4,30,19.3,23,7,6,8,2,46,44,46,3,3,1.12,3.5,6,2,25
688,TERM,75022,F,WHITE,2,7.32,5,5000,7,1,1,3,6,1,0,4,3,1,32,22,23,1,2,1.32,2,4,1,2
689,TERM,75028,F,WHITE,1,5.96,1,1000,6,3,0,4,6,0,4,5,6,3,27,16,19,1,3,-0.01,-1,4.5,3,3
690,TERM,75002,M,WHITE,1,8.76,63,5000,2,0,6,54,6,16,5,7,2,1,47,37,38,3,2,2.76,9,1,1,17
691,ACTIVE,75055,F,WHITE,1,12.32,5,5000,2,7,1,3,10.35,2,5,6,6,10,33,23,33,2,5,0.2,0.2,4.5,7,12
692,TERM,75042,F,WHITE,1,7.09,1,1000,7,7,0,4,6,0,8,8,9,6,25,15,21,1,4,0.18,-0.5,7,0,6
693,TERM,75001,F,WHITE,1,13.26,37,5000,1,2,4,36,7.71,30,8,4,9,0,61,51,51,4,1,5.55,1,1.5,0,30
694,TERM,75055,F,WHITE,2,7.32,5,5000,7,3,1,0,6,7,6,6,1,1,38,28,29,2,2,1.32,5,5,1,8
695,ACTIVE,75028,M,WHITE,1,58.37,95,5000,5,2,10,90,48.75,1,7,7,8,21,43,22,43,3,6,0.46,0.24,3.5,21,22
696,TERM,75055,F,WHITE,1,23.52,95,5000,4,1,10,88,16.47,20,9,9,4,21,72,41,62,4,6,0.34,0.33,2.5,21,41
697,TERM,75028,F,ASIAN,1,38.46,95,5000,4,3,10,86,37.81,30,1,3,6,8,62,51,59,4,4,0.08,1.13,3.5,3,38
699,TERM,75022,M,WHITE,1,44.57,95,5000,4,4,10,89,39.34,10,6,7,7,16,52,31,47,3,5,0.33,0.38,4,16,26
700,TERM,NULL,M,WHITE,1,62.74,95,5000,0,10,10,91,54.98,31,9,7,6,10,71,52,62,4,5,0.78,0.4,5,10,41
701,ACTIVE,75020,M,WHITE,1,92.31,95,5000,9,8,10,86,86.44,21,1,1,4,13,55,42,55,4,5,0.45,0.69,8.5,13,34
702,TERM,75022,F,WHITE,1,28.37,95,5000,5,0,10,86,27.43,35,2,3,6,6,71,56,62,4,4,0.16,1.5,2.5,6,41
703,ACTIVE,75028,F,WHITE,1,10.7,5,5000,4,3,1,3,6,16,4,3,6,10,48,37,48,3,5,0.47,0.2,3.5,6,26
704,TERM,75011,M,WHITE,1,7.32,5,5000,7,5,1,1,6,1,10,7,6,1,33,22,23,1,2,1.32,4,6,0,2
705,TERM,75018,F,WHITE,1,6.68,5,5000,3,5,1,4,6,23,8,6,3,0,54,44,44,3,1,0.68,1,4,0,23
706,TERM,75028,F,WHITE,1,5.78,1,1000,6,1,0,6,6,0,7,6,9,3,26,16,19,1,3,-0.07,-1.67,3.5,1,3
707,TERM,75032,F,WHITE,1,6.5,1,1000,7,1,0,9,6,0,6,3,7,0,28,21,21,1,1,0.5,-8,4,0,0
708,TERM,75062,F,WHITE,1,5.86,3,3000,8,0,0,3,6,26,4,4,1,2,57,47,49,3,3,-0.07,0,4,2,28
709,ACTIVE,75002,M,WHITE,1,42.03,95,5000,3,7,10,85,36.53,5,7,4,7,34,60,26,60,4,6,0.16,0.29,5,34,39
710,TERM,75012,M,WHITE,1,46.41,95,5000,9,5,10,89,40.58,37,7,6,5,11,70,58,69,4,5,0.53,0.55,7,11,48
711,TERM,75018,M,WHITE,1,37.88,95,5000,9,1,10,85,29.74,15,8,9,4,14,61,36,51,4,5,0.58,0.71,5,14,29
712,TERM,75022,M,WHITE,1,7.09,1,1000,7,5,0,9,6,0,9,7,8,5,25,15,20,1,4,0.22,-1.6,6,5,5
713,TERM,75032,M,WHITE,3,10.16,63,5000,0,5,6,54,6.49,8,1,6,2,2,34,29,30,2,3,1.84,4.5,2.5,1,10
714,ACTIVE,75028,F,WHITE,3,12.32,5,5000,2,5,1,0,8.61,14,10,10,3,10,45,35,45,3,5,0.37,0.5,3.5,1,24
715,ACTIVE,75032,F,WHITE,1,8.69,6,5000,2,5,1,0,7.64,3,4,3,4,4,28,24,28,2,3,0.26,1.5,3.5,1,7
716,TERM,75042,F,WHITE,1,4.75,1,1000,5,3,0,3,6,0,4,7,6,1,28,18,18,1,2,-1.25,-2,4,1,1
717,TERM,75038,F,WHITE,1,7.54,6,5000,5,4,1,2,6,0,8,5,2,2,28,18,20,1,3,0.77,2,4.5,2,2
718,TERM,75038,F,WHITE,1,5.12,1,1000,5,1,0,6,6,0,6,7,9,0,29,19,19,1,1,-0.88,-5,3,0,0
719,TERM,75028,F,WHITE,1,6.22,1,1000,6,4,0,8,6,0,8,4,0,3,29,19,21,1,3,0.07,-2.33,5,3,3
720,TERM,75022,F,WHITE,1,4.75,1,1000,5,2,0,1,6,0,6,8,8,1,28,18,19,1,2,-1.25,0,3.5,1,1
721,TERM,75002,F,WHITE,3,7.32,5,5000,7,2,1,3,6,17,6,7,5,1,48,38,39,3,2,1.32,2,4.5,1,18
722,TERM,75001,F,WHITE,3,6.88,5,5000,4,0,1,1,6,1,10,9,8,0,32,22,22,1,1,0.88,4,2,0,1
723,TERM,75055,F,WHITE,1,9.8,6,5000,9,3,1,3,6,17,3,4,6,1,48,38,39,3,2,3.8,3,6,1,18
724,TERM,75028,F,WHITE,2,16.03,25,5000,1,5,3,16,11.96,7,7,6,1,6,39,28,35,3,4,0.68,1.5,3,6,13
725,ACTIVE,75032,F,WHITE,1,21.53,37,5000,7,0,4,29,11.81,1,7,8,2,10,33,22,33,2,5,0.97,0.8,3.5,6,11
726,TERM,75022,F,WHITE,1,14.97,37,5000,4,0,4,35,6,10,8,5,4,0,41,31,31,2,1,8.97,2,2,0,10
727,ACTIVE,75020,F,WHITE,1,12.94,7,5000,1,6,1,6,6,29,9,6,7,10,61,50,61,4,5,0.69,0.1,3.5,7,39
728,TERM,75028,F,WHITE,1,14.56,37,5000,9,6,4,33,5.48,2,6,7,7,2,33,23,25,2,3,4.54,2,7.5,2,4
729,TERM,75011,F,WHITE,2,12.32,5,5000,2,5,1,2,11.84,0,3,2,7,9,31,21,30,2,4,0.05,0.33,3.5,9,9
730,TERM,75002,F,WHITE,1,9.76,9,5000,8,2,1,0,0.44,4,1,4,7,2,31,25,27,2,3,4.66,4.5,5,2,6
731,ACTIVE,75018,F,WHITE,1,12.32,5,5000,2,5,1,1,4.65,1,5,5,1,10,32,22,32,2,5,0.77,0.4,3.5,2,11
732,ACTIVE,75055,F,WHITE,1,8.58,2,2000,7,1,0,4,6,4,7,4,8,4,29,25,29,2,3,0.65,-0.5,4,1,8
733,TERM,75062,F,WHITE,2,10.33,5,5000,2,2,1,5,6,0,9,7,7,4,29,19,23,1,3,1.08,0,2,4,4
734,TERM,75028,F,WHITE,2,9.43,5,5000,7,3,1,4,2.89,19,8,6,6,4,50,40,44,3,3,1.64,0.25,5,4,23
737,ACTIVE,75012,F,WHITE,1,10.34,3,3000,1,0,0,0,6,19,5,4,9,10,50,40,50,4,5,0.43,0.3,0.5,6,29
738,TERM,75038,F,WHITE,2,6.41,1,1000,6,2,0,1,6,0,10,9,6,3,26,15,19,1,3,0.14,0,4,3,3
739,TERM,75042,F,WHITE,1,4.75,1,1000,5,2,0,0,6,0,2,2,8,1,27,17,18,1,2,-1.25,1,3.5,1,1
740,TERM,75020,F,WHITE,2,7.32,5,5000,7,1,1,4,0.47,11,6,4,1,0,42,32,33,2,1,6.85,1,4,0,11
741,TERM,75011,F,WHITE,2,5.12,1,1000,5,5,0,9,6,0,0,0,10,0,25,15,15,1,1,-0.88,-8,5,0,0
742,TERM,75018,F,WHITE,1,6.78,3,3000,0,7,0,2,6,29,8,5,1,0,51,50,50,4,1,0.78,1,3.5,0,29
743,TERM,75062,F,WHITE,1,6.82,6,5000,1,1,1,3,6,18,9,6,0,0,49,39,39,3,1,0.82,3,1,0,18
744,TERM,75001,F,WHITE,1,6.31,1,1000,6,6,0,0,6,0,2,4,6,6,26,16,21,1,4,0.05,0.17,6,6,6
745,TERM,75020,M,WHITE,1,5.46,1,1000,5,1,0,4,6,0,5,6,3,3,26,16,19,1,3,-0.18,-1,3,3,3
746,ACTIVE,75028,F,WHITE,1,25.2,50,5000,0,7,5,48,15.29,18,8,7,6,10,49,39,49,3,5,0.99,0.2,3.5,10,28
747,ACTIVE,75042,F,WHITE,1,21.53,37,5000,7,2,4,32,14.48,4,8,9,6,10,35,25,35,3,5,0.71,0.5,4.5,10,14
748,TERM,75012,M,WHITE,1,5.3,1,1000,5,2,0,1,6,0,6,5,9,2,27,17,19,1,3,-0.35,0,3.5,2,2
749,TERM,75038,M,WHITE,1,31.38,60,5000,3,1,6,54,28.11,27,0,2,9,5,58,48,53,4,4,0.65,1.2,2,5,32
750,TERM,75002,M,WHITE,1,10.46,63,5000,9,9,6,58,8.98,18,7,6,7,7,49,39,46,3,4,0.21,0.71,9,7,25
751,TERM,75001,M,WHITE,1,14.21,21,5000,8,2,2,12,13.25,3,2,5,8,5,35,24,29,2,4,0.19,1.8,5,2,8
752,ACTIVE,75028,F,WHITE,2,10.62,6,5000,4,2,1,3,6,6,2,5,5,10,37,27,37,3,5,0.46,0.3,3,5,16
753,TERM,75018,F,WHITE,1,5.28,1,1000,5,1,0,3,6,11,8,8,6,1,42,32,32,2,2,-0.72,-2,3,1,12
754,ACTIVE,75022,F,WHITE,1,15.02,17,5000,5,1,2,13,11.82,15,9,8,2,10,46,36,46,3,5,0.32,0.4,3,2,25
755,TERM,75055,M,WHITE,2,5.96,1,1000,6,6,0,6,6,0,7,9,6,2,26,16,18,1,3,-0.02,-2.5,6,2,2
756,ACTIVE,75022,F,WHITE,2,9.28,1,1000,9,4,0,1,6,0,4,5,9,10,26,16,26,2,5,0.33,0,6.5,10,10
757,TERM,75032,F,WHITE,1,5.12,1,1000,5,4,0,5,6,0,7,4,3,1,28,18,19,1,2,-0.88,-4,4.5,1,1
758,ACTIVE,75002,F,WHITE,1,11.7,6,5000,0,2,1,0,6,26,2,4,8,10,57,47,57,4,5,0.57,0.6,1,3,36
759,TERM,75018,F,WHITE,1,8.89,6,5000,3,4,1,2,6,22,2,5,7,5,53,43,48,3,4,0.58,0.8,3.5,4,27
760,ACTIVE,75028,F,WHITE,1,24.9,45,5000,1,2,5,42,18.51,18,0,5,7,10,49,39,49,3,5,0.64,0.3,1.5,2,28
761,TERM,75042,F,WHITE,2,13.89,37,5000,4,3,4,35,5.52,7,3,5,2,0,38,28,29,2,1,8.37,2,3.5,0,7
762,TERM,75001,F,WHITE,2,17.39,37,5000,3,0,4,30,14.93,2,1,6,8,5,33,23,28,2,4,0.49,1.4,1.5,2,7
763,TERM,75038,F,WHITE,1,14.14,37,5000,3,1,4,30,9.93,5,3,6,6,0,36,26,26,2,1,4.21,7,2,0,5
764,TERM,75028,F,WHITE,2,8.66,1,1000,9,0,0,1,6,0,3,3,4,8,26,16,24,1,4,0.33,0,4.5,8,8
765,TERM,75028,F,WHITE,2,7.63,1,1000,8,8,0,9,6,4,5,7,1,1,27,25,26,2,2,1.63,-8,8,1,5
766,TERM,75028,F,WHITE,2,14.14,37,5000,3,1,4,28,11.5,2,3,5,4,0,33,23,23,1,1,2.64,9,2,0,2
767,TERM,75018,F,WHITE,3,8.17,5,5000,1,7,1,4,6,7,1,1,2,2,38,28,30,2,3,1.09,0.5,4,2,9
768,TERM,75012,F,WHITE,1,8.14,1,1000,8,4,0,2,6,0,6,7,4,7,26,16,23,1,4,0.31,-0.14,6,2,7
769,TERM,75022,F,WHITE,1,5.12,1,1000,5,3,0,1,6,3,5,6,9,0,34,24,24,1,1,-0.88,0,4,0,3
770,TERM,75055,M,WHITE,2,15,37,5000,5,1,4,28,13.62,3,3,3,4,2,34,24,26,2,3,0.69,4.5,3,2,5
771,ACTIVE,75055,F,WHITE,1,33.1,64,5000,8,5,6,64,23.77,0,5,6,9,33,53,21,53,4,6,0.28,0,6.5,5,33
772,TERM,75001,F,WHITE,1,5.12,1,1000,5,4,0,8,6,8,7,8,7,0,38,29,29,2,1,-0.88,-7,4.5,0,8
773,TERM,75022,F,WHITE,3,21.31,55,5000,2,4,6,51,15.95,14,8,6,3,3,44,35,38,3,3,1.79,1.33,3,3,17
774,TERM,75055,F,WHITE,2,5.28,1,1000,5,1,0,7,6,0,8,8,6,0,25,15,16,1,1,-0.72,-6,3,0,0
775,ACTIVE,75028,F,WHITE,1,12.32,5,5000,2,0,1,0,4.35,6,3,3,8,10,37,27,37,3,5,0.8,0.5,1,4,16
776,ACTIVE,75028,F,WHITE,1,9.28,1,1000,9,1,0,4,6,0,7,6,1,10,29,19,29,2,5,0.33,-0.3,5,10,10
777,ACTIVE,75042,F,WHITE,1,11.7,6,5000,0,7,1,2,2.6,27,8,8,7,10,58,48,58,4,5,0.91,0.4,3.5,5,37
778,TERM,75032,F,WHITE,1,20.1,37,5000,4,2,4,34,11.16,5,10,6,2,4,34,26,30,2,3,2.24,0.75,3,4,9
779,TERM,75018,F,WHITE,1,6.5,1,1000,7,6,0,3,6,2,7,4,2,0,29,23,23,1,1,0.5,-2,6.5,0,2
780,TERM,75028,F,WHITE,1,6.5,1,1000,7,6,0,6,6,0,5,6,7,0,30,20,21,1,1,0.5,-5,6.5,0,0
781,TERM,75042,F,WHITE,1,6.84,1,1000,7,1,0,0,6,0,5,7,7,4,29,20,24,1,3,0.21,0.25,4,4,4
782,TERM,75028,F,WHITE,1,6.5,1,1000,7,1,0,8,6,0,8,9,6,0,29,19,20,1,1,0.5,-7,4,0,0
783,TERM,75012,F,WHITE,1,6.5,1,1000,7,3,0,0,6,0,5,7,8,0,28,20,20,1,1,0.5,1,5,0,0
784,TERM,75028,M,WHITE,1,25.41,54,5000,2,5,5,45,21.63,3,2,5,1,4,30,24,27,2,3,0.95,2.25,3.5,4,7
785,TERM,75022,F,WHITE,1,6.5,1,1000,7,3,0,4,6,0,6,4,5,1,29,20,21,1,2,0.5,-3,5,0,1
786,TERM,75001,F,WHITE,2,7.39,8,5000,9,4,1,6,6,13,4,6,6,0,43,34,34,2,1,1.39,2,6.5,0,13
787,TERM,75055,F,WHITE,3,14.56,37,5000,9,8,4,36,13.73,7,4,3,7,1,37,28,29,2,2,0.83,1,8.5,1,8
788,TERM,75022,M,WHITE,1,6.5,1,1000,7,3,0,6,6,0,6,6,0,0,28,18,18,1,1,0.5,-5,5,0,0
789,TERM,75028,F,WHITE,1,6.5,1,1000,7,2,0,9,6,0,1,4,7,0,28,18,18,1,1,0.5,-8,4.5,0,0
790,TERM,75032,M,WHITE,1,5.3,1,1000,5,2,0,8,6,0,5,3,9,3,27,18,21,1,3,-0.23,-2.33,3.5,1,3
791,TERM,75042,F,WHITE,1,5.4,3,3000,6,4,0,6,6,4,9,9,8,0,35,25,26,2,1,-0.6,-3,5,0,4
792,TERM,75018,F,WHITE,1,16.85,37,5000,3,1,4,36,8.3,15,5,4,1,2,44,36,38,3,3,4.28,0.5,2,2,17
793,TERM,75002,M,WHITE,1,16.94,22,5000,3,5,2,15,8.07,25,8,9,3,6,56,46,53,4,4,1.48,1.17,4,5,31
794,TERM,75028,F,WHITE,3,16.18,37,5000,9,1,4,37,11.66,8,1,1,5,1,35,29,30,2,2,4.52,0,5,1,9
795,TERM,75011,F,WHITE,1,6.32,3,3000,9,3,0,3,6,0,9,9,9,2,28,18,20,1,3,0.16,0,6,2,2
796,TERM,75032,F,WHITE,1,13.66,37,5000,5,2,4,32,7.77,19,7,7,5,0,49,40,40,3,1,5.89,5,3.5,0,19
797,TERM,75001,F,WHITE,1,16.04,37,5000,3,5,4,36,13.63,14,4,4,5,3,44,35,38,3,3,0.8,0.33,4,2,17
798,ACTIVE,75020,F,WHITE,1,21.53,37,5000,7,1,4,36,19.38,18,2,4,6,9,49,39,49,3,4,0.24,0.11,4,2,27
799,TERM,75042,F,WHITE,1,16.52,37,5000,1,3,4,28,7.06,2,9,9,4,4,33,23,27,2,3,2.37,2.25,2,4,6
800,TERM,75032,M,WHITE,1,6.5,1,1000,7,3,0,6,6,1,9,7,4,0,31,22,22,1,1,0.5,-5,5,0,1
801,TERM,75062,F,WHITE,1,10.52,5,5000,3,3,1,4,6,9,9,9,3,7,43,30,37,3,4,0.65,0.14,3,3,16
802,TERM,75042,F,WHITE,1,5.15,1,1000,5,2,0,3,6,0,2,3,4,1,27,18,18,1,2,-0.85,-2,3.5,1,1
803,TERM,75038,F,WHITE,1,5.15,1,1000,5,1,0,2,6,0,0,1,8,1,27,17,18,1,2,-0.85,-1,3,1,1
804,TERM,75028,F,WHITE,1,15.46,18,5000,8,4,2,9,7.08,2,6,5,0,0,26,23,23,1,1,8.38,9,6,-2,2
805,ACTIVE,75001,M,WHITE,2,12.32,5,5000,2,7,1,4,6,16,9,7,5,4,41,37,41,3,3,1.58,0.25,4.5,4,20
806,ACTIVE,75055,M,WHITE,2,12.32,5,5000,2,0,1,2,6,25,4,4,9,4,50,46,50,4,3,1.58,0.75,1,4,29
807,TERM,75022,F,WHITE,2,5.61,1,1000,6,0,0,8,6,0,8,8,6,1,26,17,17,1,2,-0.39,-7,3,1,1
808,TERM,75011,F,WHITE,3,19.51,37,5000,2,1,4,29,13.29,19,1,4,3,5,50,40,45,3,4,1.24,1.6,1.5,5,24
809,TERM,75028,F,WHITE,1,8.14,1,1000,8,4,0,1,6,0,9,6,9,7,26,16,23,1,4,0.31,0,6,4,7
810,TERM,NULL,M,WHITE,3,9.86,63,5000,1,1,6,59,8.89,0,1,3,1,5,29,20,25,2,4,0.19,0.8,1,5,5
811,TERM,75002,F,WHITE,2,7.39,8,5000,9,6,1,1,6,8,3,5,9,0,38,29,29,2,1,1.39,7,7.5,0,8
812,TERM,75012,F,WHITE,2,6.41,1,1000,6,2,0,7,6,0,2,2,5,3,25,16,19,1,3,0.14,-2,4,3,3
813,TERM,75001,F,WHITE,1,5.15,1,1000,5,3,0,3,6,0,8,6,0,1,27,18,19,1,2,-0.85,-2,4,1,1
814,TERM,75055,F,WHITE,1,15.68,4,4000,3,7,0,0,14.67,35,9,8,1,1,65,56,56,4,2,1.01,4,5,1,36
815,TERM,75062,M,WHITE,1,44.71,95,5000,7,4,10,91,37.73,25,6,7,5,5,55,46,51,4,4,1.4,0.8,5.5,5,30
816,TERM,75028,F,WHITE,1,15.71,37,5000,1,1,4,30,14,17,1,5,1,2,48,38,41,3,3,0.86,3.5,1,2,19
817,TERM,75018,F,WHITE,1,8.66,1,1000,9,7,0,4,6,19,1,2,9,7,49,40,47,3,4,0.38,-0.43,8,6,26
818,TERM,75022,F,WHITE,1,5.28,1,1000,5,3,0,6,6,14,2,2,9,0,44,35,35,3,1,-0.72,-5,4,0,14
819,TERM,75028,F,WHITE,1,5.44,1,1000,5,4,0,4,6,28,6,8,8,0,59,49,50,4,1,-0.56,-3,4.5,0,28
820,ACTIVE,75062,F,WHITE,1,21.53,37,5000,7,2,4,30,17.94,23,9,6,3,9,53,44,53,4,4,0.4,0.78,4.5,7,32
821,TERM,75028,F,WHITE,1,17.82,40,5000,3,6,4,30,10.78,24,5,5,1,0,50,45,45,3,1,7.04,10,4.5,0,24
822,TERM,75022,F,WHITE,1,6.32,3,3000,9,5,0,0,6,34,4,6,7,2,64,55,57,4,3,0.16,1.5,7,0,36
823,TERM,75042,F,WHITE,1,15.91,37,5000,9,6,4,33,8.24,16,9,9,2,0,46,37,37,3,1,7.67,4,7.5,0,16
824,TERM,75032,F,WHITE,2,14.31,37,5000,9,5,4,33,5.11,13,10,8,10,0,43,34,34,2,1,9.2,4,7,0,13
825,TERM,75020,F,WHITE,1,5.44,1,1000,5,4,0,1,6,0,7,6,8,0,27,18,18,1,1,-0.56,0,4.5,0,0
826,TERM,75020,M,WHITE,1,7.45,5,5000,7,0,1,4,6,0,2,2,10,3,24,15,18,1,3,0.48,0.33,3.5,3,3
827,TERM,75022,F,WHITE,1,8.38,5,5000,2,4,1,0,6,13,9,7,9,2,43,34,36,3,3,1.19,2.5,3,2,15
828,TERM,75012,F,WHITE,1,22.25,44,5000,9,8,4,34,20.6,6,4,6,10,7,36,27,34,2,4,0.24,1.43,8.5,7,13
829,ACTIVE,75018,F,WHITE,1,21.93,50,5000,7,4,5,43,20.19,7,3,6,4,9,37,28,37,3,4,0.19,0.78,5.5,9,16
830,ACTIVE,75042,F,WHITE,1,14.9,19,5000,3,3,2,17,6.85,0,1,6,3,9,25,16,25,2,4,0.89,0.22,3,2,9
831,TERM,75011,F,WHITE,1,7.02,6,5000,2,7,1,6,1.11,19,6,4,8,0,49,40,40,3,1,5.91,0,4.5,0,19
832,ACTIVE,75032,F,WHITE,1,21.53,37,5000,7,2,4,32,15.44,8,8,8,4,13,42,29,42,3,5,0.47,0.38,4.5,8,21
833,ACTIVE,75042,M,WHITE,1,42.22,62,5000,8,7,6,62,38.94,11,0,4,5,9,41,32,41,3,4,0.36,0,7.5,9,20
834,TERM,75032,F,WHITE,2,5.61,1,1000,6,6,0,5,6,0,6,4,2,1,27,18,19,1,2,-0.39,-4,6,1,1
835,TERM,75042,F,WHITE,1,8.66,1,1000,9,6,0,1,3.08,0,1,5,7,7,29,20,27,2,4,0.8,0,7.5,7,7
836,ACTIVE,NULL,M,WHITE,1,63.73,95,5000,4,2,10,90,63.29,29,7,6,3,9,59,50,59,4,4,0.05,0.56,3,9,38
837,TERM,75018,F,WHITE,3,17.85,52,5000,8,3,5,46,8.6,21,2,2,1,1,51,42,43,3,2,9.25,6,5.5,1,22
838,ACTIVE,75032,F,WHITE,3,21.53,37,5000,7,1,4,34,16.01,15,6,8,9,9,46,36,46,3,4,0.61,0.33,4,9,24
839,TERM,75062,F,WHITE,3,10.33,17,5000,6,3,2,15,6,11,6,6,7,0,41,32,33,2,1,4.33,2,4.5,0,11
840,TERM,75038,F,WHITE,3,6.12,1,1000,6,2,0,9,6,11,6,5,9,5,41,32,37,3,4,0.02,-1.6,4,0,16
841,TERM,75022,F,WHITE,1,7.14,6,5000,3,0,1,6,6,19,9,9,1,1,49,40,41,3,2,1.14,0,1.5,1,20
842,TERM,75012,F,WHITE,3,7.09,5,5000,5,2,1,2,0.4,12,2,3,7,0,42,33,33,2,1,6.69,3,3.5,0,12
843,TERM,75018,F,WHITE,2,7.09,5,5000,5,1,1,5,6,9,9,8,4,0,39,30,30,2,1,1.09,0,3,0,9
844,ACTIVE,75042,F,WHITE,1,12.32,5,5000,2,2,1,3,4.87,30,7,5,8,8,59,51,59,4,4,0.93,0.25,2,8,38
845,TERM,75028,F,WHITE,3,9.02,63,5000,8,7,6,61,6,7,10,9,10,1,37,28,29,2,2,3.02,2,7.5,1,8
846,TERM,75055,F,WHITE,1,12.15,18,5000,9,6,2,14,4.76,6,4,6,1,2,36,27,30,2,3,3.7,2,7.5,2,8
847,TERM,75018,F,WHITE,1,21.31,50,5000,6,2,5,49,18.85,12,0,3,5,1,42,33,34,2,2,2.46,1,4,1,13
848,ACTIVE,75032,F,WHITE,2,10.62,7,5000,4,5,1,0,6.43,34,2,4,7,5,60,55,60,4,4,0.84,1.4,4.5,5,39
849,TERM,75028,F,WHITE,1,34.51,58,5000,2,1,6,55,31.33,13,5,7,3,6,42,34,39,3,4,0.53,0.5,1.5,6,19
850,ACTIVE,75055,F,WHITE,1,8.55,6,5000,1,3,1,4,6,14,5,7,9,1,36,35,36,3,2,2.55,2,2,1,15
851,TERM,75020,M,WHITE,3,10.16,63,5000,0,6,6,60,6.85,17,5,3,2,5,46,38,43,3,4,0.66,0.6,3,5,22
852,ACTIVE,75022,F,WHITE,2,15.02,17,5000,5,5,2,11,6.91,11,2,2,8,9,41,32,41,3,4,0.9,0.67,5,1,20
853,ACTIVE,75062,F,WHITE,1,9.28,1,1000,9,1,0,0,6,13,7,7,3,9,43,34,43,3,4,0.36,0.11,5,9,22
854,ACTIVE,75012,F,WHITE,1,21.93,50,5000,7,6,5,41,12.45,8,0,1,4,9,38,29,38,3,4,1.05,1,6.5,9,17
855,TERM,75022,F,WHITE,1,14.81,37,5000,8,1,4,28,8.9,20,5,4,3,1,49,41,41,3,2,5.91,9,4.5,1,21
856,ACTIVE,75002,F,WHITE,1,25.61,43,5000,1,2,4,33,20.11,7,3,3,3,12,40,28,40,3,5,0.46,0.83,1.5,9,19
857,TERM,75022,F,WHITE,1,6.7,40,5000,8,5,4,39,6,12,9,8,7,1,38,33,34,2,2,0.7,1,6.5,1,13
858,TERM,75001,F,WHITE,3,13.01,17,5000,1,6,2,14,5.56,1,9,8,2,4,31,22,27,2,3,1.86,0.75,3.5,4,5
859,ACTIVE,75062,F,WHITE,1,21.53,37,5000,7,5,4,32,20.89,14,5,7,7,9,43,35,43,3,4,0.07,0.56,6,9,23
860,TERM,75038,M,WHITE,1,5.86,5,5000,9,9,1,4,6,0,1,4,9,0,27,19,19,1,1,-0.14,1,9,0,0
861,TERM,75002,M,WHITE,1,10.7,3,3000,2,4,0,6,4.93,0,6,4,5,8,25,16,24,1,4,0.72,-0.38,3,5,8
862,ACTIVE,75028,F,WHITE,1,21.53,37,5000,7,2,4,29,15.32,35,3,2,10,4,60,56,60,4,3,1.55,2,4.5,4,39
863,TERM,75001,F,WHITE,3,17.91,37,5000,3,4,4,28,16.85,3,0,5,8,7,35,24,31,2,4,0.15,1.29,3.5,4,10
864,TERM,75028,M,WHITE,1,9.49,8,5000,6,1,1,1,5.2,6,6,4,2,2,30,27,29,2,3,2.15,3.5,3.5,2,8
865,TERM,75022,F,WHITE,2,5.96,1,1000,6,2,0,2,6,0,2,3,9,2,24,15,16,1,3,-0.02,-0.5,4,2,2
866,ACTIVE,75020,F,WHITE,2,15.02,17,5000,5,4,2,13,9.06,19,6,7,5,9,49,40,49,3,4,0.66,0.44,4.5,3,28
867,TERM,75042,F,WHITE,3,17.91,37,5000,3,2,4,33,17.91,26,6,4,0,3,54,47,51,4,3,0,1.33,2.5,5,29
868,TERM,75018,F,WHITE,1,17.94,37,5000,4,3,4,32,15,17,3,2,3,3,47,38,41,3,3,0.98,1.67,3.5,3,20
869,TERM,75042,F,WHITE,1,10.2,6,5000,1,8,1,2,5.55,13,3,6,7,4,46,34,39,3,3,1.16,1,4.5,1,17
